node_id,kingdom,stage,stage_display_name,area_scope,node_type,source,entrance_id,side,obj_id,display_name,x,y,z,scenario_indices,status,notes
SkyWorldTreasureStage::stage_change::shop_dress::raw,Bowser's Kingdom,SkyWorldTreasureStage,Bowser's Kingdom Treasure Vault,subarea,stage_change,StageData,shop_dress,raw,obj45,Stage Change shop_dress,-100.000,0.000,250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=SkyWorldHomeStage.
SkyWorldTreasureStage::start,Bowser's Kingdom,SkyWorldTreasureStage,Bowser's Kingdom Treasure Vault,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
SkyWorldTreasureStage::entrance::shop_dress::sub_far,Bowser's Kingdom,SkyWorldTreasureStage,Bowser's Kingdom Treasure Vault,subarea,substage_entrance,EntranceDB,shop_dress,sub_far,obj45,Substage far side: shop_dress,-100.000,0.000,250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SkyWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
SkyWorldTreasureStage::entrance::shop_dress::sub_near,Bowser's Kingdom,SkyWorldTreasureStage,Bowser's Kingdom Treasure Vault,subarea,substage_entrance,EntranceDB,shop_dress,sub_near,obj45,Substage near side: shop_dress,-100.000,0.000,250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SkyWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
SkyWorldWallZone::checkpoint::obj545,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,checkpoint,StageData,,,obj545,Checkpoint obj545,-34675.987,15300.000,-6340.037,0;1;2;3,needs_name,Raw UnitConfigName=CheckpointFlag.
SkyWorldWallZone::start,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,custom_place,embedded_zone,,,,SkyWorldWallZone,-90500.000,7250.000,9350.000,,seed,Embedded map landmark from SkyWorldWallZone.
TsukkunClimbExStage::stage_change::tukkun001_enter::raw,Bowser's Kingdom,TsukkunClimbExStage,Wooden Tower,subarea,stage_change,StageData,tukkun001_enter,raw,obj172,Stage Change tukkun001_enter,-700.000,150.000,5750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=SkyWorldHomeStage.
TsukkunClimbExStage::stage_change::tukkun001_exit::raw,Bowser's Kingdom,TsukkunClimbExStage,Wooden Tower,subarea,stage_change,StageData,tukkun001_exit,raw,obj173,Stage Change tukkun001_exit,-1900.000,8750.000,-2050.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=SkyWorldHomeStage.
TsukkunClimbExStage::start,Bowser's Kingdom,TsukkunClimbExStage,Wooden Tower,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
TsukkunClimbExStage::entrance::tukkun001_enter::sub_near,Bowser's Kingdom,TsukkunClimbExStage,Wooden Tower,subarea,substage_entrance,EntranceDB,tukkun001_enter,sub_near,obj172,Substage near side: tukkun001_enter,-700.000,150.000,5750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SkyWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
TsukkunClimbExStage::entrance::tukkun001_exit::sub_far,Bowser's Kingdom,TsukkunClimbExStage,Wooden Tower,subarea,substage_entrance,EntranceDB,tukkun001_exit,sub_far,obj173,Substage far side: tukkun001_exit,-1900.000,8750.000,-2050.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SkyWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
TsukkunRotateExStage::stage_change::tukkun000_enter::raw,Bowser's Kingdom,TsukkunRotateExStage,Spinning Tower,subarea,stage_change,StageData,tukkun000_enter,raw,obj160,Stage Change tukkun000_enter,-1550.000,-50.000,6150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=SkyWorldHomeStage.
TsukkunRotateExStage::stage_change::tukkun000_exit::raw,Bowser's Kingdom,TsukkunRotateExStage,Spinning Tower,subarea,stage_change,StageData,tukkun000_exit,raw,obj99,Stage Change tukkun000_exit,0.000,5250.000,-250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=SkyWorldHomeStage.
TsukkunRotateExStage::start,Bowser's Kingdom,TsukkunRotateExStage,Spinning Tower,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
TsukkunRotateExStage::entrance::tukkun000_enter::sub_near,Bowser's Kingdom,TsukkunRotateExStage,Spinning Tower,subarea,substage_entrance,EntranceDB,tukkun000_enter,sub_near,obj160,Substage near side: tukkun000_enter,-1550.000,-50.000,6150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SkyWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
TsukkunRotateExStage::entrance::tukkun000_exit::sub_far,Bowser's Kingdom,TsukkunRotateExStage,Spinning Tower,subarea,substage_entrance,EntranceDB,tukkun000_exit,sub_far,obj99,Substage far side: tukkun000_exit,0.000,5250.000,-250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SkyWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
CapWorldHomeStage::checkpoint::obj2497,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,checkpoint,StageData,,,obj2497,Checkpoint obj2497,-3535.533,-352.500,11172.287,1;2;3,needs_name,Raw UnitConfigName=CheckpointFlag.
CapWorldHomeStage::checkpoint::obj381,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,checkpoint,StageData,,,obj381,Checkpoint obj381,5710.646,5123.254,-2510.229,0;1;2;3;6,needs_name,Raw UnitConfigName=CheckpointFlag.
CapWorldHomeStage::entrance::Ex::home_in,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,home_entrance,EntranceDB:excluded,Ex,home_in,obj750,Home entrance: Ex,4631.149,-900.000,-3641.200,0;1;2;3;6,excluded,Links to CapWorldTowerStage. StageData anchor UnitConfigName=ChangeStageArea.
CapWorldHomeStage::entrance::FrogSearchExStageEnt::home_in,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,home_entrance,EntranceDB,FrogSearchExStageEnt,home_in,obj1640,Home entrance: FrogSearchExStageEnt,-9437.309,-1400.000,10215.127,1;2;3,generated,Links to FrogSearchExStage. StageData anchor UnitConfigName=ChangeStageArea.
CapWorldHomeStage::entrance::FrogSearchExStageEnt::home_out,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,home_entrance,EntranceDB,FrogSearchExStageEnt,home_out,obj1640,Home return: FrogSearchExStageEnt,-9437.309,-1400.000,10215.127,1;2;3,generated,Links to FrogSearchExStage. StageData anchor UnitConfigName=ChangeStageArea.
CapWorldHomeStage::entrance::Goal::home_out,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,home_entrance,EntranceDB:excluded,Goal,home_out,obj752,Home return: Goal,5456.846,5100.000,-3934.066,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to CapWorldTowerStage. StageData anchor UnitConfigName=ChangeStageArea.
CapWorldHomeStage::entrance::PoisonWaveExEnt::home_in,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,home_entrance,EntranceDB,PoisonWaveExEnt,home_in,obj1635,Home entrance: PoisonWaveExEnt,7622.610,500.000,-6632.661,1;2;3,generated,Links to PoisonWaveExStage. StageData anchor UnitConfigName=ChangeStageArea.
CapWorldHomeStage::entrance::PoisonWaveExEnt::home_out,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,home_entrance,EntranceDB,PoisonWaveExEnt,home_out,obj1635,Home return: PoisonWaveExEnt,7622.610,500.000,-6632.661,1;2;3,generated,Links to PoisonWaveExStage. StageData anchor UnitConfigName=ChangeStageArea.
CapWorldHomeStage::entrance::PushBlockExStageEnt::home_in,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,home_entrance,EntranceDB,PushBlockExStageEnt,home_in,obj1136,Home entrance: PushBlockExStageEnt,5164.807,5450.000,-6635.590,1;2;3,generated,Links to PushBlockExStage. StageData anchor UnitConfigName=ChangeStageArea.
CapWorldHomeStage::entrance::PushBlockExStageEntDokan::home_out,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,home_entrance,EntranceDB,PushBlockExStageEntDokan,home_out,obj2590,Home return: PushBlockExStageEntDokan,4237.278,4950.000,-7537.278,1;2;3;4;5,generated,Links to PushBlockExStage. StageData anchor UnitConfigName=DokanStageChange.
CapWorldHomeStage::entrance::rollinggoal::home_out,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,home_entrance,EntranceDB,rollinggoal,home_out,obj2486,Home return: rollinggoal,-7450.000,-650.000,12250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to RollingExStage. StageData anchor UnitConfigName=DokanStageChange.
CapWorldHomeStage::entrance::rollingstart::home_in,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,home_entrance,EntranceDB,rollingstart,home_in,obj2487,Home entrance: rollingstart,-7700.000,-650.000,12500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to RollingExStage. StageData anchor UnitConfigName=DokanStageChange.
CapWorldHomeStage::stage_change::CapWorldRacemanStart::raw,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,stage_change,StageData,CapWorldRacemanStart,raw,obj2727,Stage Change CapWorldRacemanStart,6150.000,4950.000,-8100.000,2;3,needs_name,Raw UnitConfigName=PlayerStartObjNoLink.
CapWorldHomeStage::stage_change::Ex::raw,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,stage_change,StageData,Ex,raw,obj750,Stage Change Ex,4631.149,-900.000,-3641.200,0;1;2;3;6,needs_name,Raw UnitConfigName=ChangeStageArea. Target=CapWorldTowerStage.
CapWorldHomeStage::stage_change::FrogSearchExStageEnt::raw,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,stage_change,StageData,FrogSearchExStageEnt,raw,obj1640,Stage Change FrogSearchExStageEnt,-9437.309,-1400.000,10215.127,1;2;3,needs_name,Raw UnitConfigName=ChangeStageArea. Target=FrogSearchExStage.
CapWorldHomeStage::stage_change::Goal::raw,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,stage_change,StageData,Goal,raw,obj752,Stage Change Goal,5456.846,5100.000,-3934.066,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=CapWorldTowerStage.
CapWorldHomeStage::stage_change::PoisonWaveExEnt::raw,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,stage_change,StageData,PoisonWaveExEnt,raw,obj1635,Stage Change PoisonWaveExEnt,7622.610,500.000,-6632.661,1;2;3,needs_name,Raw UnitConfigName=ChangeStageArea. Target=PoisonWaveExStage.
CapWorldHomeStage::stage_change::PushBlockExStageEnt::raw,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,stage_change,StageData,PushBlockExStageEnt,raw,obj1136,Stage Change PushBlockExStageEnt,5164.807,5450.000,-6635.590,1;2;3,needs_name,Raw UnitConfigName=ChangeStageArea. Target=PushBlockExStage.
CapWorldHomeStage::stage_change::PushBlockExStageEntDokan::raw,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,stage_change,StageData,PushBlockExStageEntDokan,raw,obj2590,Stage Change PushBlockExStageEntDokan,4237.278,4950.000,-7537.278,1;2;3;4;5,needs_name,Raw UnitConfigName=DokanStageChange.
CapWorldHomeStage::stage_change::rollinggoal::raw,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,stage_change,StageData,rollinggoal,raw,obj2486,Stage Change rollinggoal,-7450.000,-650.000,12250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=Testkong022Stage.
CapWorldHomeStage::stage_change::rollingstart::raw,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,stage_change,StageData,rollingstart,raw,obj2487,Stage Change rollingstart,-7700.000,-650.000,12500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=RollingExStage.
CapWorldHomeStage::stage_change::start::raw,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,stage_change,StageData,start,raw,obj711,Stage Change start,13293.608,6550.000,-50558.133,0;6,needs_name,Raw UnitConfigName=ChangeStageArea. Target=WaterfallWorldHomeStage.
CapWorldHomeStage::start,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
CapWorldHomeStage::event::MoonRockActive_Cap,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,state_event,StageData:progression_events,,,obj859,Moon Rock,10550.000,-1450.000,13750.000,3,todo,Fill the route to the Moon Rock and any prerequisite story/global state. Location imported from StageData obj obj859.
CapWorldHomeStage::event::WorldPeace_Cap,Cap Kingdom,CapWorldHomeStage,Cap Kingdom,overworld,state_event,progression_events,,,,Cap Kingdom World Peace,,,,,todo,Fill the story moons/bosses that must be completed for world peace in this kingdom.
CapWorldTowerStage::stage_change::Ex::raw,Cap Kingdom,CapWorldTowerStage,Inside Cap Tower,subarea,stage_change,StageData,Ex,raw,obj192,Stage Change Ex,-496.856,-50.000,15457.521,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=CapWorldHomeStage.
CapWorldTowerStage::stage_change::Goal::raw,Cap Kingdom,CapWorldTowerStage,Inside Cap Tower,subarea,stage_change,StageData,Goal,raw,obj194,Stage Change Goal,-1750.000,7200.000,-3800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=CapWorldHomeStage.
CapWorldTowerStage::start,Cap Kingdom,CapWorldTowerStage,Inside Cap Tower,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
CapWorldTowerStage::entrance::Ex::sub_near,Cap Kingdom,CapWorldTowerStage,Inside Cap Tower,subarea,substage_entrance,EntranceDB:excluded,Ex,sub_near,obj192,Substage near side: Ex,-496.856,-50.000,15457.521,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from CapWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
CapWorldTowerStage::entrance::Goal::sub_far,Cap Kingdom,CapWorldTowerStage,Inside Cap Tower,subarea,substage_entrance,EntranceDB:excluded,Goal,sub_far,obj194,Substage far side: Goal,-1750.000,7200.000,-3800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from CapWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
FrogSearchExStage::stage_change::FrogSearchExStageEnt::raw,Cap Kingdom,FrogSearchExStage,Frog Pond,subarea,stage_change,StageData,FrogSearchExStageEnt,raw,obj332,Stage Change FrogSearchExStageEnt,-1250.000,200.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=CapWorldHomeStage.
FrogSearchExStage::start,Cap Kingdom,FrogSearchExStage,Frog Pond,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
FrogSearchExStage::entrance::FrogSearchExStageEnt::sub_far,Cap Kingdom,FrogSearchExStage,Frog Pond,subarea,substage_entrance,EntranceDB,FrogSearchExStageEnt,sub_far,obj332,Substage far side: FrogSearchExStageEnt,-1250.000,200.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from CapWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
FrogSearchExStage::entrance::FrogSearchExStageEnt::sub_near,Cap Kingdom,FrogSearchExStage,Frog Pond,subarea,substage_entrance,EntranceDB,FrogSearchExStageEnt,sub_near,obj332,Substage near side: FrogSearchExStageEnt,-1250.000,200.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from CapWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
PoisonWaveExStage::stage_change::PoisonWaveExEnt::raw,Cap Kingdom,PoisonWaveExStage,Poison Tides,subarea,stage_change,StageData,PoisonWaveExEnt,raw,obj418,Stage Change PoisonWaveExEnt,0.000,250.000,-963.471,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=CapWorldHomeStage.
PoisonWaveExStage::stage_change::PoisonWaveExExit::raw,Cap Kingdom,PoisonWaveExStage,Poison Tides,subarea,stage_change,StageData,PoisonWaveExExit,raw,obj419,Stage Change PoisonWaveExExit,0.000,250.000,9804.897,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=CapWorldHomeStage.
PoisonWaveExStage::start,Cap Kingdom,PoisonWaveExStage,Poison Tides,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
PoisonWaveExStage::entrance::PoisonWaveExEnt::sub_near,Cap Kingdom,PoisonWaveExStage,Poison Tides,subarea,substage_entrance,EntranceDB,PoisonWaveExEnt,sub_near,obj418,Substage near side: PoisonWaveExEnt,0.000,250.000,-963.471,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from CapWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
PoisonWaveExStage::entrance::PoisonWaveExExit::sub_far,Cap Kingdom,PoisonWaveExStage,Poison Tides,subarea,substage_entrance,EntranceDB,PoisonWaveExExit,sub_far,obj419,Substage far side: PoisonWaveExExit,0.000,250.000,9804.897,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from CapWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
PushBlockExStage::stage_change::PushBlockExStageEnt::raw,Cap Kingdom,PushBlockExStage,Push Block Peril,subarea,stage_change,StageData,PushBlockExStageEnt,raw,obj623,Stage Change PushBlockExStageEnt,4600.000,-50.000,10150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=CapWorldHomeStage.
PushBlockExStage::stage_change::PushBlockExStageEntDokan::raw,Cap Kingdom,PushBlockExStage,Push Block Peril,subarea,stage_change,StageData,PushBlockExStageEntDokan,raw,obj676,Stage Change PushBlockExStageEntDokan,0.000,6550.000,7500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=CapWorldHomeStage.
PushBlockExStage::start,Cap Kingdom,PushBlockExStage,Push Block Peril,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
PushBlockExStage::entrance::PushBlockExStageEnt::sub_near,Cap Kingdom,PushBlockExStage,Push Block Peril,subarea,substage_entrance,EntranceDB,PushBlockExStageEnt,sub_near,obj623;obj624,Substage near side: PushBlockExStageEnt,,,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from CapWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea;PlayerStartObjNoLink.
PushBlockExStage::entrance::PushBlockExStageEntDokan::sub_far,Cap Kingdom,PushBlockExStage,Push Block Peril,subarea,substage_entrance,EntranceDB,PushBlockExStageEntDokan,sub_far,obj676,Substage far side: PushBlockExStageEntDokan,0.000,6550.000,7500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from CapWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
RollingExStage::stage_change::rollinggoal::raw,Cap Kingdom,RollingExStage,Precision Rolling,subarea,stage_change,StageData,rollinggoal,raw,obj75,Stage Change rollinggoal,-28250.000,-16200.000,-29572.211,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=CapWorldHomeStage.
RollingExStage::stage_change::rollingstart::raw,Cap Kingdom,RollingExStage,Precision Rolling,subarea,stage_change,StageData,rollingstart,raw,obj74,Stage Change rollingstart,-550.000,1023.816,-5800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=CapWorldHomeStage.
RollingExStage::start,Cap Kingdom,RollingExStage,Precision Rolling,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
RollingExStage::entrance::rollinggoal::sub_far,Cap Kingdom,RollingExStage,Precision Rolling,subarea,substage_entrance,EntranceDB,rollinggoal,sub_far,obj75,Substage far side: rollinggoal,-28250.000,-16200.000,-29572.211,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from CapWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
RollingExStage::entrance::rollingstart::sub_near,Cap Kingdom,RollingExStage,Precision Rolling,subarea,substage_entrance,EntranceDB,rollingstart,sub_near,obj74,Substage near side: rollingstart,-550.000,1023.816,-5800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from CapWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
CapAppearExStage::stage_change::CapAppearExEnt::raw,Cascade Kingdom,CapAppearExStage,Mysterious Clouds,subarea,stage_change,StageData,CapAppearExEnt,raw,obj742,Stage Change CapAppearExEnt,1200.000,-300.000,7000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=WaterfallWorldHomeStage.
