stage,point_type,identifier,target_stage,obj_id,unit_config_name,x,y,z,scenario_indices,source_archive,source_file
KillerRailCollisionExStage,stage_change,EX_RailCol2,SnowWorldHomeStage,obj2322,DokanStageChange,-3300.000,-250.000,9150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,KillerRailCollisionExStageMap.szs,KillerRailCollisionExStageMap.byml
KillerRailCollisionExStage,stage_change,EX_RailCol2_Exit,SnowWorldHomeStage,obj2903,DokanStageChange,-22500.000,3200.000,-2600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,KillerRailCollisionExStageMap.szs,KillerRailCollisionExStageMap.byml
KillerRoadExStage,stage_change,KillerRoad,ForestWorldHomeStage,obj2430,DokanStageChange,1555.635,200.000,1131.371,0,KillerRoadExStageMap.szs,KillerRoadExStageMap.byml
KillerRoadNoCapExStage,stage_change,KillerRoadNoCapEx,Special1WorldHomeStage,obj6,DokanStageChange,1555.635,200.000,1131.371,1,KillerRoadNoCapExStageMap.szs,KillerRoadNoCapExStageMap.byml
LakeWorldShopStage,stage_change,LakeWorldShop,LakeWorldHomeStage,obj7,ChangeStageArea,0.000,-100.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,LakeWorldShopStageMap.szs,LakeWorldShopStageMap.byml
LavaBonus1Zone,stage_change,town,LavaWorldHomeStage,obj25,ChangeStageArea,3.793,-250.000,600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,LavaBonus1ZoneMap.szs,LavaBonus1ZoneMap.byml
LavaWorldBubbleLaneExStage,stage_change,PechoBubbleEx,LavaWorldHomeStage,obj378,ChangeStageArea,2250.000,2250.000,1800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,LavaWorldBubbleLaneExStageMap.szs,LavaWorldBubbleLaneExStageMap.byml
LavaWorldBubbleLaneExStage,stage_change,PechoBubbleExDokan,LavaWorldHomeStage,obj366,DokanStageChange,1600.000,4450.000,-13950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,LavaWorldBubbleLaneExStageMap.szs,LavaWorldBubbleLaneExStageMap.byml
LavaWorldClockExStage,stage_change,BBQEx,LavaWorldHomeStage,obj435,ChangeStageArea,-300.000,150.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,LavaWorldClockExStageMap.szs,LavaWorldClockExStageMap.byml
LavaWorldClockExStage,stage_change,BBQExDokan,LavaWorldHomeStage,obj437,DokanStageChange,14400.000,1350.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,LavaWorldClockExStageMap.szs,LavaWorldClockExStageMap.byml
LavaWorldCostumeStage,stage_change,CostumeEventWorldLava,LavaWorldHomeStage,obj47,ChangeStageArea,57.623,-103.428,2579.594,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,LavaWorldCostumeStageMap.szs,LavaWorldCostumeStageMap.byml
LavaWorldCostumeStage,stage_change,CostumeOut,LavaWorldHomeStage,obj35,DokanStageChange,1000.000,1300.000,-12350.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,LavaWorldCostumeStageMap.szs,LavaWorldCostumeStageMap.byml
LavaWorldExcavationExStage,stage_change,MartinCubeEx,LavaWorldHomeStage,obj441,ChangeStageArea,-2000.000,-100.000,-700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,LavaWorldExcavationExStageMap.szs,LavaWorldExcavationExStageMap.byml
LavaWorldFenceLiftExStage,stage_change,FenceLiftExdokan,LavaWorldHomeStage,obj411,DokanStageChange,0.000,1200.000,-8250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,LavaWorldFenceLiftExStageMap.szs,LavaWorldFenceLiftExStageMap.byml
LavaWorldFenceLiftExStage,stage_change,FenceLiftEx,LavaWorldHomeStage,obj992,DokanStageChange,-850.000,250.000,8150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,LavaWorldFenceLiftExStageMap.szs,LavaWorldFenceLiftExStageMap.byml
LavaWorldShopStage,stage_change,shop,LavaWorldHomeStage,obj6,ChangeStageArea,0.000,-100.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,LavaWorldShopStageMap.szs,LavaWorldShopStageMap.byml
LavaWorldTreasureStage,stage_change,TreasureEventWorldLava,LavaWorldHomeStage,obj6,ChangeStageArea,0.000,-450.000,1250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,LavaWorldTreasureStageMap.szs,LavaWorldTreasureStageMap.byml
LavaWorldUpDownExStage,stage_change,KeyMoveEx,LavaWorldHomeStage,obj326,ChangeStageArea,-1100.000,400.000,2450.000,0,LavaWorldUpDownExStageMap.szs,LavaWorldUpDownExStageMap.byml
LavaWorldUpDownExStage,stage_change,KeyMoveExDokan,LavaWorldHomeStage,obj310,DokanStageChange,550.000,650.000,-7350.000,0,LavaWorldUpDownExStageMap.szs,LavaWorldUpDownExStageMap.byml
LavaWorldUpDownYoshiExStage,stage_change,LavaWorldUpDownYoshiEx,Special1WorldHomeStage,obj2,ChangeStageArea,-1100.000,350.000,2450.000,1,LavaWorldUpDownYoshiExStageMap.szs,LavaWorldUpDownYoshiExStageMap.byml
LavaWorldUpDownYoshiExStage,stage_change,LavaWorldUpDownYoshiEx_Exit,Special1WorldHomeStage,obj50,DokanStageChange,550.000,650.000,-7350.000,1,LavaWorldUpDownYoshiExStageMap.szs,LavaWorldUpDownYoshiExStageMap.byml
Lift2DExStage,stage_change,Lift2D,WaterfallWorldHomeStage,obj7617,ChangeStageArea,-2200.000,-1050.000,1900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Lift2DExStageMap.szs,Lift2DExStageMap.byml
Lift2DExStage,stage_change,Lift2DExit,WaterfallWorldHomeStage,obj7628,DokanStageChange,7950.000,1400.000,-5400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Lift2DExStageMap.szs,Lift2DExStageMap.byml
MeganeLiftExStage,stage_change,meganelift01,SandWorldHomeStage,obj359,DokanStageChange,-2000.000,200.000,1600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MeganeLiftExStageMap.szs,MeganeLiftExStageMap.byml
MeganeLiftExStage,stage_change,meganelift02,SandWorldHomeStage,obj360,DokanStageChange,400.000,300.000,-18200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MeganeLiftExStageMap.szs,MeganeLiftExStageMap.byml
MoonAthleticExStage,stage_change,moon,MoonWorldHomeStage,obj66,DokanStageChange,-7800.000,-900.000,-5950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MoonAthleticExStageMap.szs,MoonAthleticExStageMap.byml
MoonAthleticExStage,stage_change,moon_exit,MoonWorldHomeStage,obj67,DokanStageChange,-6900.000,800.000,-39850.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MoonAthleticExStageMap.szs,MoonAthleticExStageMap.byml
MoonWorldBasementStage,stage_change,ClashStart1,,obj256,PlayerActorHakoniwa,-800.000,450.000,108500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MoonWorldBasementStageMap.szs,MoonWorldBasementStageMap.byml
MoonWorldCaptureParadeStage,stage_change,bbb,MoonWorldHomeStage,obj5,ChangeStageArea,64450.000,30650.000,-50000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MoonWorldCaptureParadeStageMap.szs,MoonWorldCaptureParadeStageMap.byml
MoonWorldCaptureParadeStage,stage_change,ccc,,obj9,PlayerStartObjNoLink,-5323.242,11961.930,4323.242,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MoonWorldCaptureParadeStageMap.szs,MoonWorldCaptureParadeStageMap.byml
MoonWorldCaptureParadeStage,stage_change,vvv,MoonWorldHomeStage,obj324,DokanStageChange,-7039.435,2650.000,6042.041,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MoonWorldCaptureParadeStageMap.szs,MoonWorldCaptureParadeStageMap.byml
MoonWorldKoopa1Stage,stage_change,aaa,MoonWorldWeddingRoomStage,obj131,MissRestartArea,0.000,-300.000,7600.000,0,MoonWorldKoopa1StageMap.szs,MoonWorldKoopa1StageMap.byml
MoonWorldKoopa1Stage,stage_change,kkk,MoonWorldWeddingRoomStage,obj132,MissRestartArea,0.000,-300.000,7450.000,1;2,MoonWorldKoopa1StageMap.szs,MoonWorldKoopa1StageMap.byml
MoonWorldKoopa2Stage,stage_change,ppp,MoonWorldWeddingRoomStage,obj131,MissRestartArea,0.000,-300.000,7600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MoonWorldKoopa2StageMap.szs,MoonWorldKoopa2StageMap.byml
MoonWorldShopRoom,stage_change,ddd,MoonWorldHomeStage,obj6,ChangeStageArea,0.000,-100.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MoonWorldShopRoomMap.szs,MoonWorldShopRoomMap.byml
MoonWorldSphinxRoom,stage_change,ggg,MoonWorldHomeStage,obj93,ChangeStageArea,0.000,-100.000,700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MoonWorldSphinxRoomMap.szs,MoonWorldSphinxRoomMap.byml
MoonWorldWeddingRoom2Stage,stage_change,kkk,MoonWorldWeddingRoomStage,obj443,MissRestartArea,1000.000,0.000,1950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MoonWorldWeddingRoom2StageMap.szs,MoonWorldWeddingRoom2StageMap.byml
MoonWorldWeddingRoom2Stage,stage_change,kkk,,obj439,PlayerStartDemoObjNoLink,100.000,0.000,2450.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MoonWorldWeddingRoom2StageMap.szs,MoonWorldWeddingRoom2StageMap.byml
MoonWorldWeddingRoomStage,stage_change,aaa,MoonWorldHomeStage,obj121,ChangeStageArea,100.000,-100.000,4050.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MoonWorldWeddingRoomStageMap.szs,MoonWorldWeddingRoomStageMap.byml
MoonWorldWeddingRoomStage,stage_change,fff,,obj251,PlayerStartObjNoLink,100.000,3250.000,950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MoonWorldWeddingRoomStageMap.szs,MoonWorldWeddingRoomStageMap.byml
MoonWorldWeddingRoomZone,stage_change,fff,,obj251,PlayerStartObjNoLink,100.000,3250.000,950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,MoonWorldWeddingRoomZoneMap.szs,MoonWorldWeddingRoomZoneMap.byml
MoonWorldWeddingRoomZone,stage_change,kkk,MoonWorldWeddingRoom2Stage,obj347,PictureStageChange,-1300.000,550.000,-1150.000,1;2,MoonWorldWeddingRoomZoneMap.szs,MoonWorldWeddingRoomZoneMap.byml
MoonWorldWeddingRoomZone,stage_change,ppp,MoonWorldKoopa2Stage,obj353,PictureStageChange,1500.000,550.000,-1150.000,1;2,MoonWorldWeddingRoomZoneMap.szs,MoonWorldWeddingRoomZoneMap.byml
Note2D3DRoomExStage,stage_change,onpu,CityWorldHomeStage,obj933,ChangeStageArea,-50.000,-50.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11,Note2D3DRoomExStageMap.szs,Note2D3DRoomExStageMap.byml
PackunPoisonExStage,stage_change,PoisonEx,ForestWorldHomeStage,obj325,DokanStageChange,3850.000,600.000,-10400.000,0,PackunPoisonExStageMap.szs,PackunPoisonExStageMap.byml
PackunPoisonExStage,stage_change,PoisonEx_Exit,ForestWorldHomeStage,obj347,DokanStageChange,2750.000,800.000,3000.000,0,PackunPoisonExStageMap.szs,PackunPoisonExStageMap.byml
PackunPoisonNoCapExStage,stage_change,PackunPoisonNoCapEx_Exit,Special1WorldHomeStage,obj10,DokanStageChange,2750.000,800.000,3000.000,1,PackunPoisonNoCapExStageMap.szs,PackunPoisonNoCapExStageMap.byml
PackunPoisonNoCapExStage,stage_change,PackunPoisonNoCapEx,Special1WorldHomeStage,obj11,DokanStageChange,3850.000,600.000,-10400.000,1,PackunPoisonNoCapExStageMap.szs,PackunPoisonNoCapExStageMap.byml
PeachWorldCostumeStage,stage_change,CostumeEventWorldPeach,PeachWorldHomeStage,obj15,DoorWarpStageChange,0.000,0.000,800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldCostumeStageMap.szs,PeachWorldCostumeStageMap.byml
PeachWorldPictureBossForestStage,stage_change,BossForestA,PeachWorldHomeStage,obj25,ChangeStageArea,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldPictureBossForestStageMap.szs,PeachWorldPictureBossForestStageMap.byml
PeachWorldPictureBossForestStage,stage_change,PictureBossForest,RevengeForestBossStage,obj30,PictureStageChange,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldPictureBossForestStageMap.szs,PeachWorldPictureBossForestStageMap.byml
PeachWorldPictureBossKnuckleStage,stage_change,BossKnuckleA,PeachWorldHomeStage,obj25,ChangeStageArea,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldPictureBossKnuckleStageMap.szs,PeachWorldPictureBossKnuckleStageMap.byml
PeachWorldPictureBossKnuckleStage,stage_change,PictureBossKnuckle,RevengeBossKnuckleStage,obj30,PictureStageChange,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldPictureBossKnuckleStageMap.szs,PeachWorldPictureBossKnuckleStageMap.byml
PeachWorldPictureBossMagmaStage,stage_change,BossMagmaA,PeachWorldHomeStage,obj25,ChangeStageArea,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldPictureBossMagmaStageMap.szs,PeachWorldPictureBossMagmaStageMap.byml
PeachWorldPictureBossMagmaStage,stage_change,PictureBossMagma,RevengeBossMagmaStage,obj30,PictureStageChange,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldPictureBossMagmaStageMap.szs,PeachWorldPictureBossMagmaStageMap.byml
PeachWorldPictureBossRaidStage,stage_change,PictureBossRaid,RevengeBossRaidStage,obj30,PictureStageChange,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldPictureBossRaidStageMap.szs,PeachWorldPictureBossRaidStageMap.byml
PeachWorldPictureBossRaidStage,stage_change,BossRaidB,PeachWorldHomeStage,obj31,DokanStageChange,0.000,100.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldPictureBossRaidStageMap.szs,PeachWorldPictureBossRaidStageMap.byml
PeachWorldPictureBossRaidStage,stage_change,BossRaidA,PeachWorldHomeStage,obj32,DokanStageChange,0.000,0.000,600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldPictureBossRaidStageMap.szs,PeachWorldPictureBossRaidStageMap.byml
PeachWorldPictureGiantWanderBossStage,stage_change,PictureGiantWanderBoss,RevengeGiantWanderBossStage,obj30,PictureStageChange,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldPictureGiantWanderBossStageMap.szs,PeachWorldPictureGiantWanderBossStageMap.byml
PeachWorldPictureGiantWanderBossStage,stage_change,GiantWanderBossB,PeachWorldHomeStage,obj31,DokanStageChange,0.000,100.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldPictureGiantWanderBossStageMap.szs,PeachWorldPictureGiantWanderBossStageMap.byml
PeachWorldPictureGiantWanderBossStage,stage_change,GiantWanderBossA,PeachWorldHomeStage,obj32,DokanStageChange,0.000,0.000,600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldPictureGiantWanderBossStageMap.szs,PeachWorldPictureGiantWanderBossStageMap.byml
PeachWorldPictureMofumofuStage,stage_change,MofumofuA,PeachWorldHomeStage,obj25,ChangeStageArea,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldPictureMofumofuStageMap.szs,PeachWorldPictureMofumofuStageMap.byml
PeachWorldPictureMofumofuStage,stage_change,PictureMofumofu,RevengeMofumofuStage,obj30,PictureStageChange,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldPictureMofumofuStageMap.szs,PeachWorldPictureMofumofuStageMap.byml
PeachWorldShopStage,stage_change,PeachWorldShopA,PeachWorldHomeStage,obj6,ChangeStageArea,0.000,-100.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PeachWorldShopStageMap.szs,PeachWorldShopStageMap.byml
PoisonWaveExStage,stage_change,PoisonWaveExEnt,CapWorldHomeStage,obj418,ChangeStageArea,0.000,250.000,-963.471,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PoisonWaveExStageMap.szs,PoisonWaveExStageMap.byml
PoisonWaveExStage,stage_change,PoisonWaveExExit,CapWorldHomeStage,obj419,ChangeStageArea,0.000,250.000,9804.897,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PoisonWaveExStageMap.szs,PoisonWaveExStageMap.byml
PoleGrabCeilExStage,stage_change,tenjo,CityWorldHomeStage,obj846,BazookaElectric,-4100.000,772.000,3277.594,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PoleGrabCeilExStageMap.szs,PoleGrabCeilExStageMap.byml
PoleGrabCeilExStage,stage_change,tenjo,CityWorldHomeStage,obj847,BazookaElectric,1900.000,-375.013,2600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PoleGrabCeilExStageMap.szs,PoleGrabCeilExStageMap.byml
PoleKillerExStage,stage_change,bou,CityWorldHomeStage,obj1657,ChangeStageArea,-2400.903,2650.000,950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PoleKillerExStageMap.szs,PoleKillerExStageMap.byml
PoleKillerExStage,stage_change,boureturn,CityWorldHomeStage,obj1767,DokanStageChange,8200.000,6203.630,-2075.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PoleKillerExStageMap.szs,PoleKillerExStageMap.byml
PushBlockExStage,stage_change,PushBlockExStageEnt,CapWorldHomeStage,obj623,ChangeStageArea,4600.000,-50.000,10150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PushBlockExStageMap.szs,PushBlockExStageMap.byml
PushBlockExStage,stage_change,PushBlockExStageEnt,,obj624,PlayerStartObjNoLink,5833.631,0.000,10146.982,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PushBlockExStageMap.szs,PushBlockExStageMap.byml
PushBlockExStage,stage_change,PushBlockExStageEntDokan,CapWorldHomeStage,obj676,DokanStageChange,0.000,6550.000,7500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,PushBlockExStageMap.szs,PushBlockExStageMap.byml
RadioControlExStage,stage_change,car,CityWorldHomeStage,obj45,ChangeStageArea,0.000,-300.000,-300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,RadioControlExStageMap.szs,RadioControlExStageMap.byml
RailCollisionExStage,stage_change,EX_RailCollision,ForestWorldHomeStage,obj251,ChangeStageArea,-1000.000,350.000,500.000,0,RailCollisionExStageMap.szs,RailCollisionExStageMap.byml
RailCollisionExStage,stage_change,EX_RailCollision_Exit,ForestWorldHomeStage,obj252,DokanStageChange,10700.000,2900.000,-20150.000,0,RailCollisionExStageMap.szs,RailCollisionExStageMap.byml
ReflectBombExStage,stage_change,SeaWorldMoonEX1b,SeaWorldHomeStage,obj2090,DokanStageChange,-14850.000,1050.000,-2750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ReflectBombExStageMap.szs,ReflectBombExStageMap.byml
ReflectBombExStage,stage_change,SeaWorldMoonEX1a,SeaWorldHomeStage,obj2091,DokanStageChange,-14850.000,400.000,6500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ReflectBombExStageMap.szs,ReflectBombExStageMap.byml
RevengeBossKnuckleStage,stage_change,PictureBossKnuckle,PeachWorldPictureBossKnuckleStage,obj203,MissRestartArea,0.000,0.000,2950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,RevengeBossKnuckleStageMap.szs,RevengeBossKnuckleStageMap.byml
RevengeBossMagmaStage,stage_change,PictureBossMagma,PeachWorldPictureBossMagmaStage,obj5970,MissRestartArea,-11100.000,18450.000,7800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,RevengeBossMagmaStageMap.szs,RevengeBossMagmaStageMap.byml
RevengeBossMagmaStage,stage_change,start,,obj2,PlayerActorHakoniwa,-11100.000,18450.000,7800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,RevengeBossMagmaStageMap.szs,RevengeBossMagmaStageMap.byml
RevengeBossRaidStage,stage_change,PictureBossRaid,PeachWorldPictureBossRaidStage,obj299,MissRestartArea,0.000,50.000,200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,RevengeBossRaidStageMap.szs,RevengeBossRaidStageMap.byml
RevengeForestBossStage,stage_change,PictureBossForest,PeachWorldPictureBossForestStage,obj561,MissRestartArea,0.000,3050.000,-300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,RevengeForestBossStageMap.szs,RevengeForestBossStageMap.byml
RevengeGiantWanderBossStage,stage_change,PictureGiantWanderBoss,PeachWorldPictureGiantWanderBossStage,obj2710,MissRestartArea,-250.000,1550.000,200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,RevengeGiantWanderBossStageMap.szs,RevengeGiantWanderBossStageMap.byml
RevengeMofumofuStage,stage_change,PictureMofumofu,PeachWorldPictureMofumofuStage,obj69,MissRestartArea,0.000,150.000,-6250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,RevengeMofumofuStageMap.szs,RevengeMofumofuStageMap.byml
RocketFlowerExStage,stage_change,rocket,SandWorldHomeStage,obj62,DokanStageChange,13900.000,-1000.000,2800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,RocketFlowerExStageMap.szs,RocketFlowerExStageMap.byml
RollingExStage,stage_change,rollingstart,CapWorldHomeStage,obj74,DokanStageChange,-550.000,1023.816,-5800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,RollingExStageMap.szs,RollingExStageMap.byml
RollingExStage,stage_change,rollinggoal,CapWorldHomeStage,obj75,DokanStageChange,-28250.000,-16200.000,-29572.211,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,RollingExStageMap.szs,RollingExStageMap.byml
SandWorldCostumeStage,stage_change,abc,SandWorldHomeStage,obj11,ChangeStageArea,0.000,-100.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldCostumeStageMap.szs,SandWorldCostumeStageMap.byml
SandWorldKillerExStage,stage_change,doukutu1,SandWorldHomeStage,obj10,ChangeStageArea,3250.000,550.000,900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldKillerExStageMap.szs,SandWorldKillerExStageMap.byml
SandWorldKillerExStage,stage_change,doukutu2,SandWorldHomeStage,obj82,DokanStageChange,1950.000,700.000,-18900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldKillerExStageMap.szs,SandWorldKillerExStageMap.byml
SandWorldMeganeExStage,stage_change,wall,SandWorldHomeStage,obj209,ChangeStageArea,1500.000,0.000,2100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldMeganeExStageMap.szs,SandWorldMeganeExStageMap.byml
SandWorldMeganeExStage,stage_change,megane,,obj2,PlayerActorHakoniwa,450.000,50.000,2100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldMeganeExStageMap.szs,SandWorldMeganeExStageMap.byml
SandWorldMeganeExStage,stage_change,anki2,SandWorldHomeStage,obj201,DokanStageChange,-6850.000,250.000,1900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldMeganeExStageMap.szs,SandWorldMeganeExStageMap.byml
SandWorldPressExStage,stage_change,arijigoku2,SandWorldHomeStage,obj91,DokanStageChange,-5334.039,1400.000,-12226.695,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldPressExStageMap.szs,SandWorldPressExStageMap.byml
SandWorldPressExStage,stage_change,arijigoku1,SandWorldHomeStage,obj149,DokanStageChange,-5200.000,-600.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldPressExStageMap.szs,SandWorldPressExStageMap.byml
SandWorldPressExStage,stage_change,arijigoku,,obj189,PlayerStartObjNoLink,-5250.000,3512.245,-700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldPressExStageMap.szs,SandWorldPressExStageMap.byml
SandWorldPyramid000Stage,stage_change,pyramid01,SandWorldHomeStage,obj26,ChangeStageArea,-1750.000,-1700.000,1950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldPyramid000StageMap.szs,SandWorldPyramid000StageMap.byml
SandWorldPyramid000Stage,stage_change,pyramid02,SandWorldHomeStage,obj76,DokanStageChange2D,7000.000,2900.000,-4600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldPyramid000StageMap.szs,SandWorldPyramid000StageMap.byml
SandWorldPyramid001Stage,stage_change,pyramid04,SandWorldHomeStage,obj257,ChangeStageArea,9050.000,3900.000,-15850.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldPyramid001StageMap.szs,SandWorldPyramid001StageMap.byml
SandWorldPyramid001Stage,stage_change,pyramid03,SandWorldHomeStage,obj112,DokanStageChange2D,-850.000,1350.000,-19850.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldPyramid001StageMap.szs,SandWorldPyramid001StageMap.byml
SandWorldRotateExStage,stage_change,aa,,obj2,PlayerActorHakoniwa,3100.000,1000.000,-450.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldRotateExStageMap.szs,SandWorldRotateExStageMap.byml
SandWorldRotateExStage,stage_change,birureturn,SandWorldHomeStage,obj39,BazookaElectric,-5600.000,1000.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldRotateExStageMap.szs,SandWorldRotateExStageMap.byml
SandWorldRotateExStage,stage_change,biru,SandWorldHomeStage,obj111,BazookaElectric,3100.000,1000.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldRotateExStageMap.szs,SandWorldRotateExStageMap.byml
SandWorldSecretStage,stage_change,hide,SandWorldHomeStage,obj93,ChangeStageArea,0.000,-100.000,650.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldSecretStageMap.szs,SandWorldSecretStageMap.byml
SandWorldShopStage,stage_change,bar1,SandWorldHomeStage,obj6,ChangeStageArea,0.000,-100.000,-50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldShopStageMap.szs,SandWorldShopStageMap.byml
SandWorldShopStage,stage_change,bar2,SandWorldHomeStage,obj50,DoorWarpStageChange,-497.000,0.000,-1350.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldShopStageMap.szs,SandWorldShopStageMap.byml
SandWorldSlotStage,stage_change,town,SandWorldHomeStage,obj20,ChangeStageArea,0.000,-150.000,950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldSlotStageMap.szs,SandWorldSlotStageMap.byml
SandWorldSphinxExStage,stage_change,run00,SandWorldHomeStage,obj379,DokanStageChange,29400.000,-110.000,10249.998,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldSphinxExStageMap.szs,SandWorldSphinxExStageMap.byml
